GeoID,Years,GeoType,TotalPop,PctRural,PctMinority,PctHispanic,PctBlackNH,PctAPINH,Pct_forborn,PctDisabled,PctEducLHS,PctEducBchPlus,Pct100Pov,PctNoHealthIns
A9052za,10yrs,Zone,56278,4.19,33.08,6.84,17.41,6.27,11.77,8.24,7.28,36.23,4.84,4.32
A9053za,01yr,Zone,63852,0.00,14.36,5.87,2.61,4.33,11.89,3.89,2.25,68.53,2.42,2.22
A9053za,05yrs,Zone,63852,0.00,14.36,5.87,2.61,4.33,11.89,3.89,2.25,68.53,2.42,2.22
A9053za,10yrs,Zone,63852,0.00,14.36,5.87,2.61,4.33,11.75,4.58,2.83,64.60,2.54,2.57
A9054za,01yr,Zone,55782,4.46,26.45,8.22,4.49,12.07,15.86,7.75,7.29,34.74,5.13,3.87
A9054za,05yrs,Zone,55782,4.46,26.45,8.22,4.49,12.07,15.86,7.75,7.29,34.74,5.13,3.87
A9054za,10yrs,Zone,55782,4.46,26.45,8.22,4.49,12.07,18.53,6.84,6.97,38.76,4.82,4.02
A9055za,01yr,Zone,54769,0.00,74.45,52.63,13.87,6.17,36.05,8.34,33.64,25.37,28.90,18.07
A9055za,05yrs,Zone,54769,0.00,74.45,52.63,13.87,6.17,36.05,8.34,33.64,25.37,28.90,18.07
A9055za,10yrs,Zone,54769,0.00,74.45,52.63,13.87,6.17,36.23,6.69,35.42,23.82,29.87,20.19
A9056za,01yr,Zone,63491,0.00,82.48,76.65,1.78,3.04,51.61,7.76,20.74,34.33,18.84,21.73
A9056za,05yrs,Zone,63491,0.00,82.48,76.65,1.78,3.04,51.61,7.76,20.74,34.33,18.84,21.73
A9056za,10yrs,Zone,63491,0.00,82.48,76.65,1.78,3.04,53.14,7.05,23.36,30.19,19.96,22.86
A9057za,01yr,Zone,53187,2.27,57.19,40.86,12.82,1.67,12.37,16.52,18.07,22.21,14.95,7.08
A9057za,05yrs,Zone,53187,2.27,57.19,40.86,12.82,1.67,12.37,16.52,18.07,22.21,14.95,7.08
A9057za,10yrs,Zone,53187,2.27,57.19,40.86,12.82,1.67,12.70,14.54,20.66,19.74,16.14,9.42
A9058za,01yr,Zone,64956,1.87,41.50,21.99,7.49,10.32,28.98,4.60,8.72,49.45,7.14,8.90
A9058za,05yrs,Zone,64956,1.87,41.50,21.99,7.49,10.32,28.98,4.60,8.72,49.45,7.14,8.90
A9058za,10yrs,Zone,64956,1.87,41.50,21.99,7.49,10.32,27.38,5.48,8.57,47.84,6.37,8.98
A9059za,01yr,Zone,56319,0.00,16.87,8.05,2.86,4.57,9.86,10.61,6.95,34.42,7.26,5.55
A9059za,05yrs,Zone,56319,0.00,16.87,8.05,2.86,4.57,9.86,10.61,6.95,34.42,7.26,5.55
A9059za,10yrs,Zone,56319,0.00,16.87,8.05,2.86,4.57,10.09,10.46,8.59,31.64,7.31,6.10
A9060za,01yr,Zone,61424,0.00,42.30,8.99,21.54,9.18,21.89,6.20,4.23,65.46,5.58,2.86
A9060za,05yrs,Zone,61424,0.00,42.30,8.99,21.54,9.18,21.89,6.20,4.23,65.46,5.58,2.86
A9060za,10yrs,Zone,61424,0.00,42.30,8.99,21.54,9.18,22.62,5.37,4.84,63.39,5.80,4.25
A9061za,01yr,Zone,61251,13.85,31.24,5.67,4.40,19.08,27.35,5.40,3.27,69.96,2.38,2.64
A9061za,05yrs,Zone,61251,13.85,31.24,5.67,4.40,19.08,27.35,5.40,3.27,69.96,2.38,2.64
A9061za,10yrs,Zone,61251,13.85,31.24,5.67,4.40,19.08,25.53,4.82,2.62,68.89,2.92,3.18
A9062za,01yr,Zone,56018,0.00,26.23,4.90,5.82,13.61,18.72,8.33,6.02,56.09,4.88,3.55
A9062za,05yrs,Zone,56018,0.00,26.23,4.90,5.82,13.61,18.72,8.33,6.02,56.09,4.88,3.55
A9062za,10yrs,Zone,56018,0.00,26.23,4.90,5.82,13.61,18.46,7.78,6.19,56.05,5.94,4.13
A9063za,01yr,Zone,60768,0.00,25.73,4.59,11.75,7.39,11.96,7.84,5.27,48.60,7.91,3.61
A9063za,05yrs,Zone,60768,0.00,25.73,4.59,11.75,7.39,11.96,7.84,5.27,48.60,7.91,3.61
A9063za,10yrs,Zone,60768,0.00,25.73,4.59,11.75,7.39,11.96,8.51,5.62,46.13,7.50,4.64
A9064za,01yr,Zone,56767,0.00,33.00,6.86,18.56,4.18,12.95,5.54,2.11,70.69,4.50,2.31
A9064za,05yrs,Zone,56767,0.00,33.00,6.86,18.56,4.18,12.95,5.54,2.11,70.69,4.50,2.31
A9064za,10yrs,Zone,56767,0.00,33.00,6.86,18.56,4.18,13.26,5.14,3.09,69.24,5.35,3.49
A9065za,01yr,Zone,65761,3.68,40.70,12.66,5.41,20.59,32.47,4.39,6.20,57.00,4.52,7.85
A9065za,05yrs,Zone,65761,3.68,40.70,12.66,5.41,20.59,32.47,4.39,6.20,57.00,4.52,7.85
A9065za,10yrs,Zone,65761,3.68,40.70,12.66,5.41,20.59,31.39,4.68,6.70,59.20,5.02,7.64
A9066za,01yr,Zone,59302,0.00,34.74,21.22,8.82,1.68,16.34,6.53,11.09,49.66,11.04,10.49
A9066za,05yrs,Zone,59302,0.00,34.74,21.22,8.82,1.68,16.34,6.53,11.09,49.66,11.04,10.49
A9066za,10yrs,Zone,59302,0.00,34.74,21.22,8.82,1.68,18.48,6.21,12.39,46.73,11.45,13.08
A9067za,01yr,Zone,54654,0.00,84.34,74.07,7.39,1.91,46.72,11.06,29.57,15.18,19.21,18.96
A9067za,05yrs,Zone,54654,0.00,84.34,74.07,7.39,1.91,46.72,11.06,29.57,15.18,19.21,18.96
A9067za,10yrs,Zone,54654,0.00,84.34,74.07,7.39,1.91,43.49,9.89,29.31,15.42,19.29,19.44
A9068za,01yr,Zone,62075,2.33,20.50,8.12,7.76,3.30,14.44,8.43,7.00,33.18,5.36,5.41
A9068za,05yrs,Zone,62075,2.33,20.50,8.12,7.76,3.30,14.44,8.43,7.00,33.18,5.36,5.41
A9068za,10yrs,Zone,62075,2.33,20.50,8.12,7.76,3.30,13.64,8.60,8.13,31.27,6.09,6.26
A9069za,01yr,Zone,57656,4.25,14.59,3.84,6.36,2.78,6.34,10.31,4.90,45.08,9.42,3.33
A9069za,05yrs,Zone,57656,4.25,14.59,3.84,6.36,2.78,6.34,10.31,4.90,45.08,9.42,3.33
A9069za,10yrs,Zone,57656,4.25,14.59,3.84,6.36,2.78,5.57,9.61,4.98,41.06,8.97,4.10
A9070za,01yr,Zone,53810,0.00,86.37,37.69,44.99,1.63,33.85,5.38,19.73,29.64,13.45,18.50
A9070za,05yrs,Zone,53810,0.00,86.37,37.69,44.99,1.63,33.85,5.38,19.73,29.64,13.45,18.50
A9070za,10yrs,Zone,53810,0.00,86.37,37.69,44.99,1.63,35.49,5.40,22.94,25.15,16.47,21.99
A9071za,01yr,Zone,56850,21.25,12.69,7.05,1.52,2.16,11.66,4.92,4.53,40.69,4.58,4.12
A9071za,05yrs,Zone,56850,21.25,12.69,7.05,1.52,2.16,11.66,4.92,4.53,40.69,4.58,4.12
A9071za,10yrs,Zone,56850,21.25,12.69,7.05,1.52,2.16,11.03,6.22,5.99,38.56,4.83,5.17
A9072za,01yr,Zone,59924,6.57,19.40,7.06,5.42,5.03,13.48,7.18,5.09,51.57,4.34,3.23
A9072za,05yrs,Zone,59924,6.57,19.40,7.06,5.42,5.03,13.48,7.18,5.09,51.57,4.34,3.23
A9072za,10yrs,Zone,59924,6.57,19.40,7.06,5.42,5.03,12.28,6.49,5.00,49.30,5.32,4.56
A9073za,01yr,Zone,60349,0.00,21.48,6.79,4.96,7.91,16.70,3.68,2.49,74.34,2.82,2.33
A9073za,05yrs,Zone,60349,0.00,21.48,6.79,4.96,7.91,16.70,3.68,2.49,74.34,2.82,2.33
A9073za,10yrs,Zone,60349,0.00,21.48,6.79,4.96,7.91,16.95,4.23,2.95,70.46,3.12,3.27
A9074za,01yr,Zone,60959,0.00,44.44,14.62,19.05,8.87,31.38,5.81,9.94,45.57,6.74,7.74
A9074za,05yrs,Zone,60959,0.00,44.44,14.62,19.05,8.87,31.38,5.81,9.94,45.57,6.74,7.74
A9074za,10yrs,Zone,60959,0.00,44.44,14.62,19.05,8.87,30.31,5.76,10.36,42.95,6.44,7.71
A9075za,01yr,Zone,53216,21.32,36.49,12.07,17.03,3.63,10.38,10.38,9.48,31.35,8.26,4.19
A9075za,05yrs,Zone,53216,21.32,36.49,12.07,17.03,3.63,10.38,10.38,9.48,31.35,8.26,4.19
A9075za,10yrs,Zone,53216,21.32,36.49,12.07,17.03,3.63,9.86,10.40,9.31,26.75,8.89,4.79
A9076za,01yr,Zone,62740,1.62,33.58,7.70,14.06,9.75,16.91,7.46,6.21,50.92,6.87,4.19
A9076za,05yrs,Zone,62740,1.62,33.58,7.70,14.06,9.75,16.91,7.46,6.21,50.92,6.87,4.19
A9076za,10yrs,Zone,62740,1.62,33.58,7.70,14.06,9.75,18.66,7.24,7.26,47.78,7.16,4.82
A9077za,01yr,Zone,59261,0.00,75.13,54.68,3.67,14.70,49.15,6.98,16.73,40.43,11.38,14.53
A9077za,05yrs,Zone,59261,0.00,75.13,54.68,3.67,14.70,49.15,6.98,16.73,40.43,11.38,14.53
A9077za,10yrs,Zone,59261,0.00,75.13,54.68,3.67,14.70,49.21,7.98,17.84,36.86,13.74,16.07
A9078za,01yr,Zone,59944,0.00,35.29,11.92,7.15,14.21,25.11,7.95,8.28,35.33,6.85,5.36
A9078za,05yrs,Zone,59944,0.00,35.29,11.92,7.15,14.21,25.11,7.95,8.28,35.33,6.85,5.36
A9078za,10yrs,Zone,59944,0.00,35.29,11.92,7.15,14.21,23.93,7.96,9.15,33.18,6.35,6.00
A9079za,01yr,Zone,59723,5.59,22.58,10.56,3.76,6.54,14.02,11.61,6.00,39.99,6.42,4.06
A9079za,05yrs,Zone,59723,5.59,22.58,10.56,3.76,6.54,14.02,11.61,6.00,39.99,6.42,4.06
A9079za,10yrs,Zone,59723,5.59,22.58,10.56,3.76,6.54,14.44,9.06,5.38,41.05,6.10,4.90
A9080za,01yr,Zone,61488,0.00,28.60,7.56,1.69,17.61,24.83,4.32,3.83,58.93,3.51,2.53
A9080za,05yrs,Zone,61488,0.00,28.60,7.56,1.69,17.61,24.83,4.32,3.83,58.93,3.51,2.53
A9080za,10yrs,Zone,61488,0.00,28.60,7.56,1.69,17.61,25.18,4.67,5.41,55.32,3.49,4.10
A9081za,01yr,Zone,59440,0.63,35.80,10.92,7.23,15.31,30.12,6.79,7.40,40.08,6.36,6.15
A9081za,05yrs,Zone,59440,0.63,35.80,10.92,7.23,15.31,30.12,6.79,7.40,40.08,6.36,6.15
A9081za,10yrs,Zone,59440,0.63,35.80,10.92,7.23,15.31,28.43,6.77,7.74,40.27,5.49,6.25
A9082za,01yr,Zone,57121,6.51,10.07,5.97,1.54,1.36,5.29,9.36,5.44,34.96,8.32,3.92
A9082za,05yrs,Zone,57121,6.51,10.07,5.97,1.54,1.36,5.29,9.36,5.44,34.96,8.32,3.92
A9082za,10yrs,Zone,57121,6.51,10.07,5.97,1.54,1.36,5.62,10.09,6.32,32.52,8.27,5.79
A9083za,01yr,Zone,56888,12.08,44.36,7.41,30.95,3.51,8.32,12.07,8.62,27.51,10.00,6.14
A9083za,05yrs,Zone,56888,12.08,44.36,7.41,30.95,3.51,8.32,12.07,8.62,27.51,10.00,6.14
A9083za,10yrs,Zone,56888,12.08,44.36,7.41,30.95,3.51,7.63,11.49,8.29,26.71,9.64,5.93
A9084za,01yr,Zone,55985,21.94,20.67,5.73,10.43,2.24,5.72,10.63,6.31,36.88,6.23,3.89
A9084za,05yrs,Zone,55985,21.94,20.67,5.73,10.43,2.24,5.72,10.63,6.31,36.88,6.23,3.89
A9084za,10yrs,Zone,55985,21.94,20.67,5.73,10.43,2.24,5.59,10.85,6.87,34.54,6.76,4.91
A9085za,01yr,Zone,54510,0.00,62.42,40.03,14.16,0.58,61.63,14.69,28.35,13.85,21.04,40.07
A9085za,05yrs,Zone,54510,0.00,62.42,40.03,14.16,0.58,61.63,14.69,28.35,13.85,21.04,40.07
A9085za,10yrs,Zone,54510,0.00,62.42,40.03,14.16,0.58,56.81,16.21,32.09,13.32,20.99,37.78
A9086za,01yr,Zone,58382,0.00,50.79,11.09,3.73,34.05,46.31,4.24,4.51,65.46,8.27,7.01
A9086za,05yrs,Zone,58382,0.00,50.79,11.09,3.73,34.05,46.31,4.24,4.51,65.46,8.27,7.01
A9086za,10yrs,Zone,58382,0.00,50.79,11.09,3.73,34.05,46.13,3.64,5.01,63.18,8.36,8.67
A9087za,01yr,Zone,72445,44.62,9.99,5.81,1.37,1.35,8.26,8.57,4.50,34.15,5.69,3.60
A9087za,05yrs,Zone,72445,44.62,9.99,5.81,1.37,1.35,8.26,8.57,4.50,34.15,5.69,3.60
A9087za,10yrs,Zone,72445,44.62,9.99,5.81,1.37,1.35,7.40,8.34,5.11,32.29,5.58,5.25
A9088za,01yr,Zone,56808,0.00,31.91,6.89,19.53,3.30,8.19,11.39,6.56,29.47,11.59,5.48
A9088za,05yrs,Zone,56808,0.00,31.91,6.89,19.53,3.30,8.19,11.39,6.56,29.47,11.59,5.48
A9088za,10yrs,Zone,56808,0.00,31.91,6.89,19.53,3.30,8.36,11.54,8.14,26.89,11.24,8.13
A9089za,01yr,Zone,59841,0.00,9.82,6.87,0.79,1.27,9.10,7.49,5.04,38.10,4.06,5.50
A9089za,05yrs,Zone,59841,0.00,9.82,6.87,0.79,1.27,9.10,7.49,5.04,38.10,4.06,5.50
A9089za,10yrs,Zone,59841,0.00,9.82,6.87,0.79,1.27,7.88,7.69,5.44,36.25,4.84,6.48
A9090za,01yr,Zone,57913,0.00,85.48,54.31,27.32,1.70,48.97,9.13,27.51,12.99,16.24,24.57
A9090za,05yrs,Zone,57913,0.00,85.48,54.31,27.32,1.70,48.97,9.13,27.51,12.99,16.24,24.57
A9090za,10yrs,Zone,57913,0.00,85.48,54.31,27.32,1.70,46.97,8.88,28.40,12.31,18.12,24.23
A9091za,01yr,Zone,58650,0.00,80.39,44.71,32.32,1.58,32.06,13.20,28.15,15.23,22.76,17.73
A9091za,05yrs,Zone,58650,0.00,80.39,44.71,32.32,1.58,32.06,13.20,28.15,15.23,22.76,17.73
A9091za,10yrs,Zone,58650,0.00,80.39,44.71,32.32,1.58,30.82,12.95,29.65,13.41,22.36,21.35
A9092za,01yr,Zone,54857,0.00,66.16,8.66,50.13,3.17,14.13,11.25,7.83,25.16,13.46,6.20
A9092za,05yrs,Zone,54857,0.00,66.16,8.66,50.13,3.17,14.13,11.25,7.83,25.16,13.46,6.20
A9092za,10yrs,Zone,54857,0.00,66.16,8.66,50.13,3.17,13.83,12.00,9.24,23.99,11.88,7.53
A9093za,01yr,Zone,60898,0.00,59.50,14.75,7.06,35.21,38.19,6.65,8.92,42.78,5.64,4.56
A9093za,05yrs,Zone,60898,0.00,59.50,14.75,7.06,35.21,38.19,6.65,8.92,42.78,5.64,4.56
A9093za,10yrs,Zone,60898,0.00,59.50,14.75,7.06,35.21,40.76,6.58,9.08,43.24,5.92,6.92
A9094za,01yr,Zone,55357,0.00,42.38,18.99,12.57,8.29,21.85,5.73,6.05,49.55,6.88,5.88
A9094za,05yrs,Zone,55357,0.00,42.38,18.99,12.57,8.29,21.85,5.73,6.05,49.55,6.88,5.88
A9094za,10yrs,Zone,55357,0.00,42.38,18.99,12.57,8.29,21.97,6.13,6.40,46.31,6.95,6.22
A9095za,01yr,Zone,64573,0.00,32.40,5.43,0.91,24.51,26.44,4.01,3.17,68.03,4.14,2.81
A9095za,05yrs,Zone,64573,0.00,32.40,5.43,0.91,24.51,26.44,4.01,3.17,68.03,4.14,2.81
A9095za,10yrs,Zone,64573,0.00,32.40,5.43,0.91,24.51,27.78,3.84,3.77,66.30,4.28,4.06
A9096za,01yr,Zone,55358,0.00,19.06,5.37,8.07,3.15,8.61,8.46,5.54,38.93,6.66,4.62
A9096za,05yrs,Zone,55358,0.00,19.06,5.37,8.07,3.15,8.61,8.46,5.54,38.93,6.66,4.62
A9096za,10yrs,Zone,55358,0.00,19.06,5.37,8.07,3.15,8.23,8.63,5.66,36.49,7.30,5.14
A9097za,01yr,Zone,58113,13.56,28.16,6.07,4.16,15.47,21.77,4.41,2.71,76.31,5.34,1.90
A9097za,05yrs,Zone,58113,13.56,28.16,6.07,4.16,15.47,21.77,4.41,2.71,76.31,5.34,1.90
A9097za,10yrs,Zone,58113,13.56,28.16,6.07,4.16,15.47,22.42,4.27,3.16,76.25,4.88,2.11
A9098za,01yr,Zone,56602,0.00,11.54,5.15,2.54,2.57,6.00,11.89,7.37,31.50,7.55,6.27
A9098za,05yrs,Zone,56602,0.00,11.54,5.15,2.54,2.57,6.00,11.89,7.37,31.50,7.55,6.27
A9098za,10yrs,Zone,56602,0.00,11.54,5.15,2.54,2.57,6.63,11.70,8.44,29.91,8.95,7.15
A9099za,01yr,Zone,54147,0.00,54.58,8.34,12.13,31.41,36.73,4.55,3.87,62.00,13.70,4.24
A9099za,05yrs,Zone,54147,0.00,54.58,8.34,12.13,31.41,36.73,4.55,3.87,62.00,13.70,4.24
A9099za,10yrs,Zone,54147,0.00,54.58,8.34,12.13,31.41,32.42,4.74,5.12,61.03,13.58,4.54
A9100za,01yr,Zone,51748,0.00,90.05,61.28,20.75,6.55,38.45,7.09,28.77,9.49,31.96,21.87
A9100za,05yrs,Zone,51748,0.00,90.05,61.28,20.75,6.55,38.45,7.09,28.77,9.49,31.96,21.87
A9100za,10yrs,Zone,51748,0.00,90.05,61.28,20.75,6.55,36.46,7.12,29.43,9.91,31.40,20.17
A9101za,01yr,Zone,59051,2.97,22.19,5.73,12.62,1.73,6.40,12.11,8.06,26.53,10.54,5.16
A9101za,05yrs,Zone,59051,2.97,22.19,5.73,12.62,1.73,6.40,12.11,8.06,26.53,10.54,5.16
A9101za,10yrs,Zone,59051,2.97,22.19,5.73,12.62,1.73,5.60,12.37,7.90,27.31,10.93,5.85
A9102za,01yr,Zone,58583,0.00,83.54,50.37,26.45,4.98,22.36,16.97,29.74,13.20,23.40,13.52
A9102za,05yrs,Zone,58583,0.00,83.54,50.37,26.45,4.98,22.36,16.97,29.74,13.20,23.40,13.52
A9102za,10yrs,Zone,58583,0.00,83.54,50.37,26.45,4.98,20.49,14.58,28.29,12.85,24.91,14.34
A9103za,01yr,Zone,60565,0.00,55.12,21.39,12.68,18.52,30.98,6.87,11.36,31.07,8.49,5.69
A9103za,05yrs,Zone,60565,0.00,55.12,21.39,12.68,18.52,30.98,6.87,11.36,31.07,8.49,5.69
A9103za,10yrs,Zone,60565,0.00,55.12,21.39,12.68,18.52,30.89,7.17,10.88,29.71,8.46,7.85
A9104za,01yr,Zone,61200,30.35,11.90,5.19,1.20,4.06,14.02,3.99,2.69,68.75,3.49,2.57
A9104za,05yrs,Zone,61200,30.35,11.90,5.19,1.20,4.06,14.02,3.99,2.69,68.75,3.49,2.57
A9104za,10yrs,Zone,61200,30.35,11.90,5.19,1.20,4.06,12.50,4.61,2.77,66.58,3.36,2.56
A9105za,01yr,Zone,53305,0.00,95.40,15.91,75.57,1.35,37.72,10.86,15.96,21.37,20.09,17.38
A9105za,05yrs,Zone,53305,0.00,95.40,15.91,75.57,1.35,37.72,10.86,15.96,21.37,20.09,17.38
A9105za,10yrs,Zone,53305,0.00,95.40,15.91,75.57,1.35,35.06,10.83,16.13,21.28,21.18,18.03
A9106za,01yr,Zone,60562,0.00,19.15,3.93,6.70,6.64,11.93,6.59,3.25,56.04,4.48,2.42
A9106za,05yrs,Zone,60562,0.00,19.15,3.93,6.70,6.64,11.93,6.59,3.25,56.04,4.48,2.42
A9106za,10yrs,Zone,60562,0.00,19.15,3.93,6.70,6.64,10.87,6.16,3.74,54.07,4.20,2.78
A9107za,01yr,Zone,62037,0.66,30.55,9.04,3.77,15.65,28.02,5.31,7.99,51.20,4.46,5.16
A9107za,05yrs,Zone,62037,0.66,30.55,9.04,3.77,15.65,28.02,5.31,7.99,51.20,4.46,5.16
A9107za,10yrs,Zone,62037,0.66,30.55,9.04,3.77,15.65,28.30,5.60,8.19,48.13,5.89,7.74
A9108za,01yr,Zone,55076,1.67,16.95,5.71,1.53,8.03,15.99,6.18,4.11,61.55,2.92,3.04
A9108za,05yrs,Zone,55076,1.67,16.95,5.71,1.53,8.03,15.99,6.18,4.11,61.55,2.92,3.04
A9108za,10yrs,Zone,55076,1.67,16.95,5.71,1.53,8.03,16.27,4.83,3.77,61.79,3.00,3.54
A9109za,01yr,Zone,56969,2.52,28.59,9.65,12.71,4.20,11.55,12.17,10.99,29.40,10.36,9.71
A9109za,05yrs,Zone,56969,2.52,28.59,9.65,12.71,4.20,11.55,12.17,10.99,29.40,10.36,9.71
A9109za,10yrs,Zone,56969,2.52,28.59,9.65,12.71,4.20,10.87,11.36,10.68,28.99,10.03,9.69
A9110za,01yr,Zone,63835,0.00,15.37,6.54,0.87,6.80,13.71,4.19,3.91,62.35,2.87,2.58
A9110za,05yrs,Zone,63835,0.00,15.37,6.54,0.87,6.80,13.71,4.19,3.91,62.35,2.87,2.58
A9110za,10yrs,Zone,63835,0.00,15.37,6.54,0.87,6.80,14.49,4.38,3.84,60.60,3.26,2.88
A9111za,01yr,Zone,56818,0.00,32.30,19.71,3.05,7.47,20.97,4.22,5.11,76.07,8.93,4.30
A9111za,05yrs,Zone,56818,0.00,32.30,19.71,3.05,7.47,20.97,4.22,5.11,76.07,8.93,4.30
A9111za,10yrs,Zone,56818,0.00,32.30,19.71,3.05,7.47,19.84,4.08,6.15,74.95,10.26,4.69
A9112za,01yr,Zone,56587,0.00,64.35,24.29,30.18,7.38,32.56,5.16,7.47,51.48,8.55,8.71
A9112za,05yrs,Zone,56587,0.00,64.35,24.29,30.18,7.38,32.56,5.16,7.47,51.48,8.55,8.71
A9112za,10yrs,Zone,56587,0.00,64.35,24.29,30.18,7.38,30.68,5.07,8.42,49.49,9.50,10.38
A9113za,01yr,Zone,55985,0.00,49.77,32.40,11.83,3.99,34.58,11.39,15.39,19.68,17.21,10.31
A9113za,05yrs,Zone,55985,0.00,49.77,32.40,11.83,3.99,34.58,11.39,15.39,19.68,17.21,10.31
A9113za,10yrs,Zone,55985,0.00,49.77,32.40,11.83,3.99,29.62,8.79,14.90,22.72,15.45,10.73
A9114za,01yr,Zone,59516,0.00,72.58,61.59,1.94,7.47,50.71,4.84,15.27,38.70,10.37,9.83
A9114za,05yrs,Zone,59516,0.00,72.58,61.59,1.94,7.47,50.71,4.84,15.27,38.70,10.37,9.83
A9114za,10yrs,Zone,59516,0.00,72.58,61.59,1.94,7.47,49.97,5.57,16.70,33.52,12.08,13.49
A9115za,01yr,Zone,52454,0.00,49.44,16.51,29.41,1.31,13.71,9.74,9.60,35.97,13.98,8.76
A9115za,05yrs,Zone,52454,0.00,49.44,16.51,29.41,1.31,13.71,9.74,9.60,35.97,13.98,8.76
A9115za,10yrs,Zone,52454,0.00,49.44,16.51,29.41,1.31,14.22,10.84,10.67,33.62,15.96,11.41
A9116za,01yr,Zone,62466,73.27,10.14,4.16,2.67,2.11,7.28,6.83,3.78,52.26,4.22,2.38
A9116za,05yrs,Zone,62466,73.27,10.14,4.16,2.67,2.11,7.28,6.83,3.78,52.26,4.22,2.38
A9116za,10yrs,Zone,62466,73.27,10.14,4.16,2.67,2.11,6.75,6.31,4.33,51.09,3.61,2.63
A9117za,01yr,Zone,56926,0.00,97.46,13.14,81.66,0.50,21.71,14.47,17.56,16.16,30.00,12.36
A9117za,05yrs,Zone,56926,0.00,97.46,13.14,81.66,0.50,21.71,14.47,17.56,16.16,30.00,12.36
A9117za,10yrs,Zone,56926,0.00,97.46,13.14,81.66,0.50,18.84,15.90,18.28,14.38,31.40,13.93
A9118za,01yr,Zone,67319,1.37,30.65,13.88,6.43,8.78,16.31,5.80,4.32,64.85,5.10,4.97
A9118za,05yrs,Zone,67319,1.37,30.65,13.88,6.43,8.78,16.31,5.80,4.32,64.85,5.10,4.97
A9118za,10yrs,Zone,67319,1.37,30.65,13.88,6.43,8.78,18.92,5.42,5.71,61.79,5.09,6.17
A9119za,01yr,Zone,59875,0.00,95.75,10.37,82.30,1.04,33.47,10.03,11.91,25.37,17.29,12.71
A9119za,05yrs,Zone,59875,0.00,95.75,10.37,82.30,1.04,33.47,10.03,11.91,25.37,17.29,12.71
A9119za,10yrs,Zone,59875,0.00,95.75,10.37,82.30,1.04,32.75,9.76,13.80,21.47,19.54,15.80
A9120za,01yr,Zone,55892,0.00,80.81,28.28,40.83,8.85,29.30,8.93,11.38,38.26,20.58,11.40
A9120za,05yrs,Zone,55892,0.00,80.81,28.28,40.83,8.85,29.30,8.93,11.38,38.26,20.58,11.40
A9120za,10yrs,Zone,55892,0.00,80.81,28.28,40.83,8.85,29.93,9.05,14.32,33.54,22.18,14.57
A9121za,01yr,Zone,53811,0.00,93.04,44.10,43.82,2.96,26.59,15.65,24.03,24.17,28.90,13.41
A9121za,05yrs,Zone,53811,0.00,93.04,44.10,43.82,2.96,26.59,15.65,24.03,24.17,28.90,13.41
A9121za,10yrs,Zone,53811,0.00,93.04,44.10,43.82,2.96,24.94,15.48,25.31,21.49,30.42,16.30
A9122za,01yr,Zone,52006,5.60,9.61,2.80,2.39,3.03,6.17,5.58,2.20,55.90,2.81,1.81
A9122za,05yrs,Zone,52006,5.60,9.61,2.80,2.39,3.03,6.17,5.58,2.20,55.90,2.81,1.81
A9122za,10yrs,Zone,52006,5.60,9.61,2.80,2.39,3.03,6.18,6.48,2.72,53.74,2.98,2.42
A9123za,01yr,Zone,60472,1.65,30.88,6.28,15.35,5.94,14.21,7.39,5.14,46.75,6.77,5.82
A9123za,05yrs,Zone,60472,1.65,30.88,6.28,15.35,5.94,14.21,7.39,5.14,46.75,6.77,5.82
A9123za,10yrs,Zone,60472,1.65,30.88,6.28,15.35,5.94,12.79,7.35,5.49,44.45,6.26,5.27
A9124za,01yr,Zone,57597,0.00,67.61,31.45,7.01,27.36,46.44,6.50,11.80,41.28,11.22,11.73
A9124za,05yrs,Zone,57597,0.00,67.61,31.45,7.01,27.36,46.44,6.50,11.80,41.28,11.22,11.73
A9124za,10yrs,Zone,57597,0.00,67.61,31.45,7.01,27.36,45.80,5.42,11.69,40.66,10.47,14.68
A9125za,01yr,Zone,56391,11.20,13.55,6.07,4.10,1.99,8.80,10.92,6.74,28.66,5.93,3.78
A9125za,05yrs,Zone,56391,11.20,13.55,6.07,4.10,1.99,8.80,10.92,6.74,28.66,5.93,3.78
A9125za,10yrs,Zone,56391,11.20,13.55,6.07,4.10,1.99,8.66,12.81,8.63,26.14,6.74,5.54
A9126za,01yr,Zone,56006,0.00,88.04,21.90,43.53,18.18,32.53,8.05,12.28,30.04,21.61,9.36
A9126za,05yrs,Zone,56006,0.00,88.04,21.90,43.53,18.18,32.53,8.05,12.28,30.04,21.61,9.36
A9126za,10yrs,Zone,56006,0.00,88.04,21.90,43.53,18.18,33.48,9.37,13.66,28.97,21.01,12.46
A9127za,01yr,Zone,56710,0.00,55.38,41.87,3.37,7.33,49.12,5.65,15.18,33.37,12.46,15.25
A9127za,05yrs,Zone,56710,0.00,55.38,41.87,3.37,7.33,49.12,5.65,15.18,33.37,12.46,15.25
A9127za,10yrs,Zone,56710,0.00,55.38,41.87,3.37,7.33,47.71,6.56,16.70,30.30,12.67,16.53
A9128za,01yr,Zone,57823,0.00,57.55,11.28,13.65,29.99,38.59,6.83,9.05,57.57,5.56,5.89
A9128za,05yrs,Zone,57823,0.00,57.55,11.28,13.65,29.99,38.59,6.83,9.05,57.57,5.56,5.89
A9128za,10yrs,Zone,57823,0.00,57.55,11.28,13.65,29.99,37.09,6.66,7.83,56.07,5.65,6.06
