GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
34,Both,AllSite,01yr,9260817,55776,469.7,465.7,473.7,4942217,38348,501.1,495.8,506.5,1253631,6383,457.5,446.1,469.2,2063865,6501,364.6,355.4,373.9,982782,3230,305.4,294.9,316.3,18322,35,175.9,119.5,249.2,New Jersey,State
34,Female,AllSite,01yr,4704672,27701,447.2,441.8,452.7,2507858,18792,479.7,472.3,487.2,658083,3243,418.0,403.4,433.0,1028459,3416,355.4,343.4,367.8,500828,1806,322.6,307.7,338.0,9444,,,,,New Jersey,State
34,Male,AllSite,01yr,4556145,28075,506.5,500.5,512.6,2434359,19556,536.3,528.5,544.2,595548,3140,524.6,505.5,544.3,1035406,3085,388.3,373.8,403.2,481954,1424,290.4,275.2,306.3,8878,20,212.8,125.0,337.4,New Jersey,State
34001,Both,AllSite,01yr,275382,1827,474.5,451.8,498.1,154365,1295,493.7,464.3,524.8,41962,234,474.7,413.9,542.1,55537,175,393.2,333.3,460.4,22811,69,237.2,182.4,304.4,707,,,,,Atlantic County,County
34001,Female,AllSite,01yr,141224,883,448.8,417.8,481.7,79005,616,471.7,430.2,516.7,22435,111,399.4,326.1,485.0,27636,95,408.1,326.4,503.8,11812,36,248.8,171.5,350.9,336,,,,,Atlantic County,County
34001,Male,AllSite,01yr,134158,944,511.4,477.7,547.0,75360,679,528.8,486.5,574.4,19527,123,586.4,483.3,705.4,27901,80,378.8,293.5,480.3,10999,33,217.9,148.1,313.7,371,,,,,Atlantic County,County
34003,Both,AllSite,01yr,953540,5908,462.0,449.9,474.3,509982,4140,511.4,494.9,528.4,57380,293,421.5,373.4,474.3,216296,718,370.1,342.4,399.4,168569,634,307.9,284.0,333.4,1313,,,,,Bergen County,County
34003,Female,AllSite,01yr,486192,2973,445.7,429.2,462.7,257976,2001,485.5,462.3,509.6,29937,164,424.4,360.5,497.3,109572,401,370.7,334.5,409.7,87992,365,329.5,296.0,366.0,715,,,,,Bergen County,County
34003,Male,AllSite,01yr,467348,2935,491.5,473.4,510.1,252006,2139,552.3,528.1,577.5,27443,129,420.2,347.8,503.7,106724,317,388.0,343.0,437.0,80577,269,286.4,252.5,323.8,598,,,,,Bergen County,County
34005,Both,AllSite,01yr,466101,3014,478.4,460.9,496.4,304731,2235,483.6,462.7,505.3,86102,428,420.9,381.0,464.0,44638,150,487.8,407.1,578.8,29549,113,363.6,298.9,438.3,1081,,,,,Burlington County,County
34005,Female,AllSite,01yr,236164,1505,458.4,434.5,483.3,154506,1125,474.2,444.8,505.3,44057,207,375.4,324.7,432.0,21704,79,471.1,368.7,591.9,15349,66,395.0,304.5,504.5,548,,,,,Burlington County,County
34005,Male,AllSite,01yr,229937,1509,511.2,485.0,538.5,150225,1110,505.9,475.4,538.1,42045,221,482.4,418.5,553.4,22934,71,523.9,395.7,677.2,14200,47,323.5,236.2,433.1,533,,,,,Burlington County,County
34007,Both,AllSite,01yr,524649,3321,508.9,491.3,527.0,286678,2228,513.7,491.6,536.6,103061,582,521.5,478.9,566.9,100492,305,438.5,387.8,493.6,33213,128,336.2,279.8,401.1,1205,,,,,Camden County,County
34007,Female,AllSite,01yr,270629,1672,482.1,458.6,506.6,146506,1109,492.5,462.1,524.5,55218,302,472.4,419.5,530.3,51007,146,372.5,311.6,441.4,17272,81,399.9,316.6,499.6,626,,,,,Camden County,County
34007,Male,AllSite,01yr,254020,1649,552.9,525.7,581.1,140172,1119,550.5,517.4,585.3,47843,280,613.0,539.2,694.0,49485,159,527.4,443.3,621.8,15941,47,264.0,192.5,354.4,579,,,,,Camden County,County
34009,Both,AllSite,01yr,95405,936,515.5,479.2,554.4,82016,861,510.8,472.3,552.4,4325,30,548.4,366.2,795.6,7754,18,385.0,218.7,619.3,1132,,,,,178,,,,,Cape May County,County
34009,Female,AllSite,01yr,49013,411,432.9,386.3,484.6,42454,383,440.3,389.6,497.2,2096,,,,,3747,,,,,626,,,,,90,,,,,Cape May County,County
34009,Male,AllSite,01yr,46392,525,611.9,555.6,673.3,39562,478,594.8,536.4,659.4,2229,18,737.9,429.7,1187.6,4007,,,,,506,,,,,88,,,,,Cape May County,County
34011,Both,AllSite,01yr,151347,900,491.4,459.2,525.3,65307,603,544.5,499.1,593.7,28807,130,465.8,386.4,556.8,53867,144,342.3,286.4,405.6,2287,,,,,1079,,,,,Cumberland County,County
34011,Female,AllSite,01yr,74676,447,471.7,427.7,519.2,33532,297,518.5,455.4,589.2,13257,68,470.7,362.8,601.3,26155,74,353.3,275.4,446.1,1180,,,,,552,,,,,Cumberland County,County
34011,Male,AllSite,01yr,76671,453,529.5,480.6,582.0,31775,306,593.2,525.8,668.3,15550,62,479.1,358.4,627.3,27712,70,333.7,255.9,427.2,1107,,,,,527,,,,,Cumberland County,County
34013,Both,AllSite,01yr,849724,4250,440.5,427.1,454.2,253990,1780,478.7,455.8,502.5,325932,1572,440.4,418.4,463.4,211897,640,358.8,330.5,388.8,55623,166,277.1,236.1,323.4,2282,,,,,Essex County,County
34013,Female,AllSite,01yr,436715,2158,414.8,397.2,433.1,127823,894,464.8,433.0,498.5,173729,837,415.8,387.5,445.6,105052,305,323.0,287.1,362.0,28876,93,287.4,231.4,353.5,1235,,,,,Essex County,County
34013,Male,AllSite,01yr,413009,2092,481.0,460.0,502.6,126167,886,503.2,469.6,538.7,152203,735,488.7,452.2,527.4,106845,335,406.1,361.0,455.1,26747,73,267.1,208.7,337.4,1047,,,,,Essex County,County
34015,Both,AllSite,01yr,306767,1942,504.8,481.8,528.6,233901,1588,496.2,471.1,522.4,35976,171,460.5,391.5,538.2,25379,72,454.9,348.1,582.0,10973,49,413.8,304.9,550.0,538,,,,,Gloucester County,County
34015,Female,AllSite,01yr,156416,986,484.7,453.8,517.2,119005,792,469.5,435.9,505.3,18916,98,473.6,382.4,580.3,12562,39,445.2,309.4,617.9,5660,31,493.5,333.2,706.8,273,,,,,Gloucester County,County
34015,Male,AllSite,01yr,150351,956,540.2,504.9,577.4,114896,796,540.2,501.5,581.4,17060,73,444.0,340.9,568.5,12817,33,471.0,309.2,681.0,5313,18,307.6,181.8,492.9,265,,,,,Gloucester County,County
34017,Both,AllSite,01yr,702381,2682,363.6,349.7,377.9,208737,955,400.8,375.2,427.8,84014,358,434.4,389.3,483.3,287071,1025,332.3,312.0,353.6,120824,259,245.0,215.1,278.1,1735,,,,,Hudson County,County
34017,Female,AllSite,01yr,351759,1380,353.0,334.3,372.5,101175,454,377.4,342.5,415.1,43745,184,391.8,336.4,454.0,145555,552,332.2,304.6,361.7,60417,148,261.2,219.3,308.8,867,,,,,Hudson County,County
34017,Male,AllSite,01yr,350622,1302,387.2,365.8,409.5,107562,501,439.7,400.7,481.6,40269,174,503.2,426.3,589.9,141516,473,342.4,311.4,375.6,60407,111,234.2,191.0,284.3,868,,,,,Hudson County,County
34019,Both,AllSite,01yr,129805,937,475.6,443.9,509.2,107139,832,474.9,440.6,511.6,3597,18,514.7,294.3,834.0,11962,41,404.8,284.3,558.4,6971,35,444.4,301.8,634.4,136,,,,,Hunterdon County,County
34019,Female,AllSite,01yr,65799,456,464.7,420.1,513.2,54153,408,468.0,419.2,521.7,1939,,,,,6033,22,406.7,248.6,626.0,3602,,,,,72,,,,,Hunterdon County,County
34019,Male,AllSite,01yr,64006,481,492.5,447.3,541.6,52986,424,487.6,439.2,540.7,1658,,,,,5929,19,458.9,235.3,789.5,3369,22,556.1,345.0,862.0,64,,,,,Hunterdon County,County
34021,Both,AllSite,01yr,380779,2243,480.2,460.1,501.0,170063,1422,518.4,489.8,548.4,74180,410,498.5,450.2,550.7,86998,193,294.5,251.2,342.7,48779,179,380.2,324.4,442.9,759,,,,,Mercer County,County
34021,Female,AllSite,01yr,192549,1137,464.3,437.0,492.9,86727,716,506.0,466.1,548.9,39035,201,430.4,371.5,496.4,41724,98,288.6,232.3,354.2,24660,106,424.5,345.6,516.4,403,,,,,Mercer County,County
34021,Male,AllSite,01yr,188230,1106,507.1,476.8,538.8,83336,706,538.3,497.1,582.5,35145,209,607.0,523.5,700.1,45274,95,313.1,245.7,392.4,24119,73,343.6,264.0,438.8,356,,,,,Mercer County,County
34023,Both,AllSite,01yr,861094,4698,446.1,433.1,459.3,339613,2839,507.8,487.7,528.6,93119,447,451.2,408.6,497.0,202244,636,388.3,357.1,421.4,223994,656,290.7,268.5,314.4,2124,,,,,Middlesex County,County
34023,Female,AllSite,01yr,433253,2355,431.2,413.5,449.5,171881,1404,492.7,464.3,522.6,48270,229,425.3,370.5,486.0,101343,339,378.0,337.6,421.8,110655,349,299.7,268.7,333.3,1104,,,,,Middlesex County,County
34023,Male,AllSite,01yr,427841,2343,472.8,453.3,492.9,167732,1435,534.9,505.9,565.4,44849,218,515.4,442.4,596.9,100901,297,412.8,363.4,466.7,113339,307,286.8,254.8,321.8,1020,,,,,Middlesex County,County
34025,Both,AllSite,01yr,644228,4648,517.8,502.3,533.6,478512,3897,532.0,514.4,550.2,43846,252,466.0,408.6,529.5,82853,250,389.4,340.0,443.7,38204,155,325.9,275.0,384.2,813,,,,,Monmouth County,County
34025,Female,AllSite,01yr,328600,2250,486.6,465.6,508.4,244394,1894,505.6,481.3,530.9,23047,120,400.6,329.4,483.4,40987,130,373.7,310.4,445.8,19750,73,287.0,223.3,364.8,422,,,,,Monmouth County,County
34025,Male,AllSite,01yr,315628,2398,564.2,540.8,588.3,234118,2003,573.0,546.8,600.2,20799,132,559.1,463.9,668.7,41866,120,425.3,345.6,516.9,18454,82,376.0,296.1,472.1,391,,,,,Monmouth County,County
34027,Both,AllSite,01yr,511219,3356,480.6,464.0,497.7,350384,2731,504.0,484.3,524.5,19203,114,549.8,449.9,665.5,81151,255,369.7,322.8,421.2,59860,205,314.5,272.4,361.4,621,,,,,Morris County,County
34027,Female,AllSite,01yr,257579,1606,449.3,426.7,473.0,177012,1275,465.7,438.4,494.3,9667,54,474.3,353.9,624.1,40198,144,372.8,312.3,441.5,30393,113,326.4,268.4,393.7,309,,,,,Morris County,County
34027,Male,AllSite,01yr,253640,1750,527.5,502.5,553.6,173372,1456,558.4,529.1,589.2,9536,60,737.8,535.3,987.3,40953,111,383.5,308.5,470.3,29467,92,301.3,242.0,370.9,312,,,,,Morris County,County
34029,Both,AllSite,01yr,655663,5078,516.2,501.2,531.7,545905,4526,516.3,499.9,533.0,23367,97,391.9,315.3,481.5,71247,243,424.9,371.8,483.0,14468,56,304.7,227.6,400.9,676,,,,,Ocean County,County
34029,Female,AllSite,01yr,336358,2509,490.5,469.4,512.4,281415,2251,493.1,470.1,517.0,11808,50,375.8,276.6,499.6,35106,129,422.9,352.2,503.3,7711,38,368.5,256.6,516.4,318,,,,,Ocean County,County
34029,Male,AllSite,01yr,319305,2569,562.5,540.1,585.6,264490,2275,558.3,534.4,583.1,11559,47,407.1,292.7,551.7,36141,114,449.4,367.1,543.6,6757,18,216.1,125.8,350.0,358,,,,,Ocean County,County
34031,Both,AllSite,01yr,513634,2786,453.3,436.2,470.9,203449,1577,504.5,478.0,532.1,52386,302,497.9,442.1,559.0,226199,711,345.1,319.5,372.1,30553,107,301.5,245.9,366.5,1047,,,,,Passaic County,County
34031,Female,AllSite,01yr,261448,1353,423.5,400.5,447.5,103381,760,485.0,447.5,525.2,28176,147,434.7,365.6,513.5,113557,368,333.4,299.7,369.9,15795,59,314.6,238.0,409.1,539,,,,,Passaic County,County
34031,Male,AllSite,01yr,252186,1433,500.3,474.1,527.7,100068,817,540.2,502.0,580.8,24210,155,610.5,514.5,719.6,112642,343,371.0,330.8,414.7,14758,48,288.6,211.1,386.2,508,,,,,Passaic County,County
34033,Both,AllSite,01yr,65157,421,460.1,415.4,508.5,47376,334,450.7,400.9,505.8,9411,52,482.1,355.1,640.8,7249,22,546.2,325.2,848.0,878,,,,,243,,,,,Salem County,County
34033,Female,AllSite,01yr,33072,198,429.3,368.3,498.1,24151,162,443.4,372.6,525.1,4948,25,402.1,254.2,608.1,3378,,,,,470,,,,,125,,,,,Salem County,County
34033,Male,AllSite,01yr,32085,223,504.0,437.7,578.4,23225,172,465.3,395.3,546.0,4463,27,605.7,388.5,900.6,3871,16,968.9,410.4,1834.9,408,,,,,118,,,,,Salem County,County
34035,Both,AllSite,01yr,347047,2017,446.1,426.3,466.7,179273,1339,462.4,436.1,490.2,34823,195,478.6,411.5,554.0,60675,204,432.7,369.3,503.2,71736,242,324.3,283.9,369.1,540,,,,,Somerset County,County
34035,Female,AllSite,01yr,176039,1071,455.0,427.2,484.2,91262,716,485.7,447.0,527.2,18109,94,433.3,347.9,534.4,29916,120,443.0,363.0,535.2,36497,129,324.6,270.3,387.1,255,,,,,Somerset County,County
34035,Male,AllSite,01yr,171008,946,448.7,419.7,479.3,88011,623,447.2,411.0,486.3,16714,101,561.9,449.4,694.7,30759,84,457.1,349.1,584.9,35239,113,334.1,273.1,404.8,285,,,,,Somerset County,County
34037,Both,AllSite,01yr,145575,1032,509.8,477.6,543.8,119887,950,527.6,492.4,565.0,4248,16,439.3,238.7,738.2,17467,46,338.3,240.9,460.8,3760,,,,,213,,,,,Sussex County,County
34037,Female,AllSite,01yr,72436,496,486.3,442.2,533.9,59645,455,506.5,457.8,559.6,2033,,,,,8643,26,349.6,223.5,520.8,2010,,,,,105,,,,,Sussex County,County
34037,Male,AllSite,01yr,73139,536,540.2,492.9,591.3,60242,495,555.1,503.8,610.8,2215,,,,,8824,20,359.5,198.1,589.5,1750,,,,,108,,,,,Sussex County,County
34039,Both,AllSite,01yr,570417,3000,444.4,428.3,460.9,215443,1532,478.9,454.0,504.9,120600,653,451.2,416.4,488.3,198612,610,345.6,317.6,375.4,34881,134,359.3,300.5,426.6,881,,,,,Union County,County
34039,Female,AllSite,01yr,288832,1473,420.2,398.5,442.8,108492,742,458.4,423.5,495.6,63983,311,387.8,344.8,434.9,97620,313,338.8,301.5,379.3,18262,85,415.5,331.2,515.5,475,,,,,Union County,County
34039,Male,AllSite,01yr,281585,1527,483.7,459.0,509.5,106951,790,511.2,474.8,550.0,56617,342,544.4,486.0,608.2,100992,297,370.6,326.5,418.8,16619,49,302.5,222.5,402.2,406,,,,,Union County,County
34041,Both,AllSite,01yr,110903,780,489.8,454.5,527.4,85466,684,500.3,460.9,542.7,7292,29,463.7,298.6,686.7,14277,43,377.2,265.3,518.9,3717,,,,,151,,,,,Warren County,County
34041,Female,AllSite,01yr,55919,382,466.2,417.9,519.0,43363,338,480.9,426.3,541.6,3678,,,,,6964,21,345.0,208.8,535.0,1839,,,,,75,,,,,Warren County,County
34041,Male,AllSite,01yr,54984,398,524.8,472.3,582.0,42103,346,530.6,473.1,594.2,3614,,,,,7313,22,466.9,265.9,751.6,1878,,,,,76,,,,,Warren County,County
A9001za,Both,AllSite,01yr,63331,335,476.0,424.9,531.8,18137,167,588.3,495.6,696.2,11443,57,497.4,364.8,662.6,14656,63,563.1,416.5,742.0,18856,43,214.4,154.1,291.2,240,,,,,Middlesex 2,Zone
A9001za,Female,AllSite,01yr,31924,179,486.6,416.4,565.6,9095,80,573.7,440.9,739.4,5926,33,512.6,343.9,738.1,7530,38,578.3,396.4,813.5,9246,26,258.8,167.6,383.4,127,,,,,Middlesex 2,Zone
A9001za,Male,AllSite,01yr,31408,156,482.8,406.0,569.9,9042,87,643.3,507.3,810.4,5518,24,512.7,283.0,839.2,7125,25,584.6,352.7,901.4,9610,17,175.7,100.8,285.5,113,,,,,Middlesex 2,Zone
A9002za,Both,AllSite,01yr,64264,379,454.1,407.9,504.5,33294,269,529.6,463.0,604.2,2534,,,,,7203,16,212.0,116.0,356.8,21067,71,317.0,246.6,401.7,166,,,,,Morris 2,Zone
A9002za,Female,AllSite,01yr,32032,174,417.6,354.8,488.9,16906,113,449.3,360.9,554.8,1242,,,,,3556,,,,,10253,40,351.2,249.4,481.9,75,,,,,Morris 2,Zone
A9002za,Male,AllSite,01yr,32233,205,506.4,437.4,583.9,16388,156,632.4,531.2,749.8,1292,,,,,3648,,,,,10814,31,286.6,192.5,410.7,91,,,,,Morris 2,Zone
A9003za,Both,AllSite,01yr,55732,264,501.7,441.3,568.0,9865,62,502.1,379.9,654.6,24891,137,567.8,472.8,676.1,19485,62,445.5,338.4,575.0,1293,,,,,198,,,,,Camden 1,Zone
A9003za,Female,AllSite,01yr,28625,127,431.3,357.9,515.4,4626,32,490.0,325.8,719.3,13199,70,494.1,381.9,629.4,10080,25,300.7,192.0,449.9,599,,,,,122,,,,,Camden 1,Zone
A9003za,Male,AllSite,01yr,27107,137,599.0,498.3,713.7,5240,30,505.5,335.8,739.2,11692,67,704.5,530.7,915.0,9405,37,640.3,444.7,888.7,694,,,,,76,,,,,Camden 1,Zone
A9004za,Both,AllSite,01yr,54820,297,381.8,337.0,431.3,18265,155,419.6,346.2,508.5,12925,80,492.8,385.5,621.9,14355,35,266.8,183.1,377.1,9080,18,155.6,88.4,257.6,195,,,,,Atlantic 1,Zone
A9004za,Female,AllSite,01yr,27819,132,345.3,284.6,415.7,9018,74,435.0,321.7,584.7,7097,33,375.3,250.5,542.0,7032,16,249.3,140.1,411.5,4559,,,,,112,,,,,Atlantic 1,Zone
A9004za,Male,AllSite,01yr,27001,165,428.2,362.0,504.0,9247,81,420.8,324.2,548.1,5828,47,651.9,471.7,882.0,7322,19,286.0,164.9,467.2,4521,,,,,83,,,,,Atlantic 1,Zone
A9005za,Both,AllSite,01yr,72389,458,434.3,393.7,478.4,52062,367,429.4,384.0,479.7,2374,,,,,7004,21,349.7,200.8,563.7,10874,48,379.5,277.7,511.0,74,,,,,Somerset 2,Zone
A9005za,Female,AllSite,01yr,37071,240,436.3,380.1,499.5,26710,186,417.9,355.4,490.2,1163,,,,,3572,,,,,5593,30,467.3,311.2,682.7,34,,,,,Somerset 2,Zone
A9005za,Male,AllSite,01yr,35317,218,441.0,382.0,507.7,25352,181,449.0,383.0,525.1,1211,,,,,3432,,,,,5281,18,321.4,186.1,526.7,41,,,,,Somerset 2,Zone
A9006za,Both,AllSite,01yr,56623,300,428.7,380.1,482.1,26603,163,472.6,397.7,557.9,3130,16,390.3,214.6,665.1,21656,89,380.8,304.2,471.0,5146,21,324.0,190.7,522.5,88,,,,,Passaic 3,Zone
A9006za,Female,AllSite,01yr,29100,168,460.5,390.1,540.3,13577,86,483.3,376.4,611.5,1562,,,,,11277,56,425.7,319.3,557.3,2643,,,,,41,,,,,Passaic 3,Zone
A9006za,Male,AllSite,01yr,27523,132,404.1,336.6,481.7,13026,77,467.5,364.3,592.0,1568,,,,,10379,33,350.8,235.8,500.7,2503,,,,,47,,,,,Passaic 3,Zone
A9007za,Both,AllSite,01yr,52083,153,365.6,308.0,430.5,2590,18,585.5,298.5,1025.1,2466,24,756.5,466.0,1171.9,45870,102,314.3,252.4,386.1,1087,,,,,70,,,,,Passaic 5,Zone
A9007za,Female,AllSite,01yr,25376,73,329.1,256.2,415.5,1312,,,,,1308,,,,,22149,46,254.7,184.2,342.8,563,,,,,43,,,,,Passaic 5,Zone
A9007za,Male,AllSite,01yr,26707,80,421.2,328.4,530.8,1278,,,,,1158,,,,,23720,56,400.6,292.3,532.7,524,,,,,26,,,,,Passaic 5,Zone
A9008za,Both,AllSite,01yr,63526,390,465.0,418.8,515.2,27014,232,523.9,454.8,602.0,3416,17,373.8,214.3,620.3,18072,64,409.8,310.8,529.5,14946,70,365.7,281.8,468.7,79,,,,,Bergen 3,Zone
A9008za,Female,AllSite,01yr,32470,192,433.7,372.4,503.0,13460,105,467.4,374.9,578.7,1773,,,,,9339,35,401.6,276.8,562.9,7857,40,415.7,291.7,577.9,41,,,,,Bergen 3,Zone
A9008za,Male,AllSite,01yr,31056,198,524.1,451.6,605.5,13554,127,612.0,506.4,735.9,1643,,,,,8733,29,468.8,290.6,708.3,7088,30,311.3,207.6,455.4,38,,,,,Bergen 3,Zone
A9009za,Both,AllSite,01yr,60839,236,406.4,354.7,463.5,4018,31,564.8,378.1,823.5,16220,69,460.2,353.4,588.8,38367,131,370.1,307.5,441.7,2075,,,,,159,,,,,Newark 1,Zone
A9009za,Female,AllSite,01yr,31084,124,392.4,325.2,469.5,1885,,,,,8530,45,521.4,375.8,704.9,19576,66,350.6,269.8,447.9,1033,,,,,60,,,,,Newark 1,Zone
A9009za,Male,AllSite,01yr,29755,112,439.1,356.4,534.8,2133,21,790.9,475.9,1256.0,7690,24,398.0,236.3,623.3,18791,65,400.5,303.9,517.9,1042,,,,,99,,,,,Newark 1,Zone
A9010za,Both,AllSite,01yr,60522,390,469.8,422.3,521.5,48217,321,445.8,395.4,501.5,1922,,,,,5165,28,574.0,373.5,845.8,5169,29,519.6,346.0,752.9,49,,,,,Morris 5,Zone
A9010za,Female,AllSite,01yr,31655,187,444.8,379.1,519.1,25141,148,409.8,340.2,490.4,1058,,,,,2652,,,,,2776,18,626.1,370.1,998.4,28,,,,,Morris 5,Zone
A9010za,Male,AllSite,01yr,28867,203,511.7,442.1,590.1,23076,173,504.9,430.3,590.4,864,,,,,2513,,,,,2392,,,,,21,,,,,Morris 5,Zone
A9011za,Both,AllSite,01yr,55790,425,584.0,526.9,646.0,36995,341,598.2,530.8,672.7,7414,30,522.3,336.8,770.3,7086,28,573.5,354.9,871.2,4203,,,,,92,,,,,Atlantic 4,Zone
A9011za,Female,AllSite,01yr,28372,221,608.2,526.1,700.1,18885,169,610.7,512.8,723.6,3700,,,,,3559,20,770.5,399.7,1320.6,2183,,,,,44,,,,,Atlantic 4,Zone
A9011za,Male,AllSite,01yr,27418,204,560.2,482.0,648.5,18110,172,590.4,499.4,695.9,3714,,,,,3527,,,,,2020,,,,,48,,,,,Atlantic 4,Zone
A9012za,Both,AllSite,01yr,62647,352,433.5,388.1,483.0,33868,253,467.1,407.7,533.7,4844,,,,,18295,66,399.7,305.8,512.6,5583,18,276.7,158.7,451.8,57,,,,,Bergen 9,Zone
A9012za,Female,AllSite,01yr,32115,157,371.6,313.2,438.3,17090,105,381.3,304.3,474.2,2638,,,,,9575,34,389.7,268.2,546.1,2783,,,,,28,,,,,Bergen 9,Zone
A9012za,Male,AllSite,01yr,30532,195,521.2,448.8,602.5,16777,148,586.0,492.1,694.8,2206,,,,,8720,32,416.9,274.5,605.1,2800,,,,,29,,,,,Bergen 9,Zone
A9013za,Both,AllSite,01yr,66218,378,429.5,386.4,476.5,31642,231,451.6,392.1,518.9,11855,69,469.6,363.0,599.5,19240,58,320.1,242.0,415.4,3350,,,,,131,,,,,Union 6,Zone
A9013za,Female,AllSite,01yr,33915,187,392.5,336.8,455.7,15967,116,430.2,349.8,526.9,6233,32,358.9,243.8,517.0,9900,28,283.6,187.2,412.1,1754,,,,,61,,,,,Union 6,Zone
A9013za,Male,AllSite,01yr,32303,191,481.5,414.1,557.3,15675,115,485.6,397.3,590.3,5621,37,611.7,423.0,859.0,9339,30,369.9,247.2,531.7,1597,,,,,70,,,,,Union 6,Zone
A9014za,Both,AllSite,01yr,64062,279,439.2,387.8,495.4,7247,57,530.7,388.7,712.1,8331,50,622.0,458.4,824.9,46436,160,363.3,307.1,426.6,1956,,,,,93,,,,,Union 2,Zone
A9014za,Female,AllSite,01yr,31862,126,383.6,318.3,458.3,3472,19,330.7,190.0,554.3,4433,,,,,22863,89,392.9,313.9,485.8,1046,,,,,48,,,,,Union 2,Zone
A9014za,Male,AllSite,01yr,32200,153,526.2,441.7,621.7,3775,38,793.3,533.3,1138.9,3897,36,1023.0,697.3,1445.1,23573,71,348.2,266.3,446.7,909,,,,,45,,,,,Union 2,Zone
A9015za,Both,AllSite,01yr,56160,407,521.2,469.4,577.6,38611,339,547.9,487.0,615.5,6189,20,283.1,169.8,445.6,9601,38,532.3,364.6,746.1,1605,,,,,155,,,,,Atlantic 3,Zone
A9015za,Female,AllSite,01yr,28366,198,484.9,416.2,562.7,19653,160,491.8,412.3,584.7,3312,,,,,4450,20,615.0,353.3,980.7,889,,,,,61,,,,,Atlantic 3,Zone
A9015za,Male,AllSite,01yr,27794,209,578.5,499.0,667.9,18958,179,633.6,537.9,743.3,2876,,,,,5151,18,470.3,262.3,769.8,716,,,,,94,,,,,Atlantic 3,Zone
A9016za,Both,AllSite,01yr,70210,419,465.8,420.5,515.0,23044,204,486.7,408.2,579.0,17066,103,493.8,400.1,604.2,16183,50,358.5,261.2,479.7,13701,54,372.1,277.9,489.1,215,,,,,Somerset 4,Zone
A9016za,Female,AllSite,01yr,36019,221,478.6,414.0,551.0,12004,117,558.5,435.3,712.2,8966,46,425.6,307.3,576.4,8092,29,380.0,252.3,551.4,6840,27,353.7,230.5,522.9,117,,,,,Somerset 4,Zone
A9016za,Male,AllSite,01yr,34191,198,475.4,409.4,549.6,11040,87,430.7,332.3,556.8,8100,57,651.5,480.8,864.2,8092,21,366.5,208.5,589.7,6861,27,399.5,260.6,587.7,98,,,,,Somerset 4,Zone
A9017za,Both,AllSite,01yr,66471,392,541.9,488.2,600.0,49350,342,565.8,505.0,632.1,4589,,,,,11451,24,316.2,179.2,507.0,1021,,,,,61,,,,,Ocean 2,Zone
A9017za,Female,AllSite,01yr,34265,204,517.2,445.1,597.6,25674,177,536.2,454.2,629.3,2467,,,,,5570,,,,,529,,,,,25,,,,,Ocean 2,Zone
A9017za,Male,AllSite,01yr,32207,188,615.5,528.8,712.1,23676,165,648.8,551.6,758.4,2122,,,,,5880,,,,,492,,,,,36,,,,,Ocean 2,Zone
A9018za,Both,AllSite,01yr,63545,219,345.8,299.9,396.7,15922,69,359.5,276.7,460.6,8069,35,508.6,343.1,725.7,15535,63,392.8,297.8,508.5,23790,42,221.4,158.3,300.9,229,,,,,Hudson 2,Zone
A9018za,Female,AllSite,01yr,30745,107,330.6,269.7,401.4,7302,34,394.9,270.0,559.8,4163,21,581.7,348.9,910.4,7910,29,343.9,226.4,500.9,11260,19,182.9,109.2,287.6,110,,,,,Hudson 2,Zone
A9018za,Male,AllSite,01yr,32800,112,361.7,293.7,440.8,8620,35,326.6,220.5,470.1,3907,,,,,7624,34,446.5,299.3,642.4,12530,23,275.1,171.0,417.2,120,,,,,Hudson 2,Zone
A9019za,Both,AllSite,01yr,55448,290,422.2,374.2,475.0,18739,171,513.0,434.6,604.4,5240,,,,,24042,65,298.7,228.0,384.2,7320,36,436.7,300.4,616.0,106,,,,,Other Essex 5,Zone
A9019za,Female,AllSite,01yr,28564,134,362.1,302.3,431.2,9801,81,470.6,363.9,605.0,2737,,,,,12155,27,238.3,153.9,351.6,3813,19,402.5,235.8,650.9,58,,,,,Other Essex 5,Zone
A9019za,Male,AllSite,01yr,26884,156,505.1,427.1,593.7,8938,90,601.7,479.7,751.8,2503,,,,,11887,38,376.8,259.8,526.9,3508,17,482.8,263.7,809.8,48,,,,,Other Essex 5,Zone
A9020za,Both,AllSite,01yr,58597,301,403.7,358.6,453.2,27213,186,405.8,347.2,473.4,7060,28,453.3,290.3,672.4,16696,53,349.2,259.5,459.1,7535,26,328.3,213.4,486.3,93,,,,,Hudson 7,Zone
A9020za,Female,AllSite,01yr,30284,148,366.6,308.5,433.2,13819,87,352.4,278.7,444.6,3665,,,,,8822,31,363.2,245.6,516.7,3932,,,,,46,,,,,Hudson 7,Zone
A9020za,Male,AllSite,01yr,28313,153,461.6,389.7,543.5,13394,99,478.4,385.7,590.3,3395,,,,,7874,22,378.1,228.3,587.8,3603,,,,,47,,,,,Hudson 7,Zone
